X,Y,Z,licence
408940,5735660,67.74332432,
409040,5735660,67.95636692,
409140,5735660,68.13430092,
409240,5735660,68.262786,
409340,5735660,68.32467928,
409440,5735660,68.3151148,
409540,5735660,68.2217132,
409640,5735660,68.05819712,
409740,5735660,67.86855252,
409840,5735660,67.66522736,
409940,5735660,67.4533764,
410040,5735660,67.2347222,
410140,5735660,67.01777296,
410240,5735660,66.81280368,
410340,5735660,66.61847816,
410440,5735660,66.41394932,
410540,5735660,66.18232992,
410640,5735660,65.91536584,
410740,5735660,65.61844836,
410840,5735660,65.34551488,
410940,5735660,65.11786408,
411040,5735660,64.93691804,
411140,5735660,64.85638952,
411240,5735660,64.89956384,
411340,5735660,64.9776312,
411440,5735660,65.02873356,
411540,5735660,65.05111668,
411640,5735660,65.04164376,
411740,5735660,65.00587576,
411840,5735660,64.96034152,
411940,5735660,64.9016486,
412040,5735660,64.8493836,
402040,5735560,61.44621096,
402140,5735560,61.84242876,
402240,5735560,62.28532036,
402340,5735560,62.7578618,
402440,5735560,63.2454918,
402540,5735560,63.73274044,
402640,5735560,64.24871392,
402740,5735560,64.78592588,
402840,5735560,65.35941588,
402940,5735560,65.92886716,
403040,5735560,66.43823936,
403140,5735560,66.90271336,
403240,5735560,67.30977744,
403340,5735560,67.63076288,
403440,5735560,67.99532168,
403540,5735560,68.46715608,
403640,5735560,68.96133308,
403740,5735560,69.46436184,
403840,5735560,69.93012872,
403940,5735560,70.24230684,
404040,5735560,70.41321844,
404140,5735560,70.49597116,
404240,5735560,70.50444696,
404340,5735560,70.45288672,
404440,5735560,70.35623444,
404540,5735560,70.2044196,
404640,5735560,69.96735164,
404740,5735560,69.64698728,
404840,5735560,69.29877624,
404940,5735560,69.00854924,
405040,5735560,68.80362796,
405140,5735560,68.660292,
405240,5735560,68.55049808,
405340,5735560,68.44100884,
405440,5735560,68.31583952,
405540,5735560,68.17307264,
405640,5735560,68.02481784,
405740,5735560,67.88413332,
405840,5735560,67.75992308,
405940,5735560,67.65168308,
406040,5735560,67.5659058,
406140,5735560,67.50793968,
406240,5735560,67.4813694,
406340,5735560,67.49024072,
406440,5735560,67.54040772,
406540,5735560,67.6329602,
406640,5735560,67.75690184,
406740,5735560,67.8757728,
406840,5735560,67.95432576,
406940,5735560,67.96169716,
407040,5735560,67.85216828,
407140,5735560,67.64426784,
407240,5735560,67.4118826,
407340,5735560,67.18403188,
407440,5735560,66.98044556,
407540,5735560,66.83644592,
407640,5735560,66.75035276,
407740,5735560,66.70071596,
407840,5735560,66.68200836,
407940,5735560,66.68855008,
408040,5735560,66.71369628,
408140,5735560,66.7552396,
408240,5735560,66.81317928,
408340,5735560,66.88863652,
408440,5735560,66.97886504,
408540,5735560,67.07854468,
408640,5735560,67.20586844,
408740,5735560,67.38252404,
408840,5735560,67.5882336,
408940,5735560,67.78985348,
409040,5735560,67.97852812,
409140,5735560,68.15600764,
409240,5735560,68.31684636,
409340,5735560,68.43677092,
409440,5735560,68.48468108,
409540,5735560,68.4352508,
409640,5735560,68.30004548,
409740,5735560,68.12908232,
409840,5735560,67.95099148,
409940,5735560,67.7666028,
410040,5735560,67.56300936,
410140,5735560,67.3445484,
410240,5735560,67.12621492,
410340,5735560,66.9150336,
410440,5735560,66.69597332,
410540,5735560,66.43439116,
410640,5735560,66.13823612,
410740,5735560,65.8233982,
410840,5735560,65.5450372,
410940,5735560,65.31671452,
411040,5735560,65.14236016,
411140,5735560,65.06247012,
411240,5735560,65.10907932,
411340,5735560,65.18368432,
411440,5735560,65.23475104,
411540,5735560,65.26104272,
411640,5735560,65.26534732,
411740,5735560,65.24862236,
411840,5735560,65.21640416,
411940,5735560,65.16814812,
412040,5735560,65.1209672,
402040,5735460,61.23013968,
402140,5735460,61.61477712,
402240,5735460,62.06188156,
402340,5735460,62.53631084,
402440,5735460,63.04087052,
402540,5735460,63.5455504,
402640,5735460,64.07262192,
402740,5735460,64.62252168,
402840,5735460,65.20308832,
402940,5735460,65.788909,
403040,5735460,66.30762028,
403140,5735460,66.7821872,
403240,5735460,67.21378248,
403340,5735460,67.55818828,
403440,5735460,67.95580316,
403540,5735460,68.46497432,
403640,5735460,69.0104086,
403740,5735460,69.5647876,
403840,5735460,70.04852056,
403940,5735460,70.34733604,
404040,5735460,70.51516304,
404140,5735460,70.60652652,
404240,5735460,70.627977,
404340,5735460,70.59043052,
404440,5735460,70.51010964,
404540,5735460,70.3909182,
404640,5735460,70.2223374,
404740,5735460,69.98112708,
404840,5735460,69.68671416,
404940,5735460,69.40457884,
405040,5735460,69.17336604,
405140,5735460,69.00750212,
405240,5735460,68.8854782,
405340,5735460,68.76388792,
405440,5735460,68.62004884,
405540,5735460,68.46609172,
405640,5735460,68.31289144,
405740,5735460,68.17051124,
405840,5735460,68.04185812,
405940,5735460,67.92149664,
406040,5735460,67.81162692,
406140,5735460,67.7197208,
406240,5735460,67.66193268,
406340,5735460,67.65137084,
406440,5735460,67.6959918,
406540,5735460,67.79232144,
406640,5735460,67.92221536,
406740,5735460,68.0297244,
406840,5735460,68.08838264,
406940,5735460,68.08098544,
407040,5735460,67.96484808,
407140,5735460,67.7496512,
407240,5735460,67.49706384,
407340,5735460,67.2440592,
407440,5735460,67.02582556,
407540,5735460,66.89620368,
407640,5735460,66.84379732,
407740,5735460,66.82873172,
407840,5735460,66.84023684,
407940,5735460,66.86833592,
408040,5735460,66.90606296,
408140,5735460,66.95255512,
408240,5735460,67.009107,
408340,5735460,67.08175596,
408440,5735460,67.1651504,
408540,5735460,67.25868072,
408640,5735460,67.37502592,
408740,5735460,67.51559024,
408840,5735460,67.6688898,
408940,5735460,67.82663768,
409040,5735460,67.998845,
409140,5735460,68.18824588,
409240,5735460,68.39750548,
409340,5735460,68.58452636,
409440,5735460,68.68515352,
409540,5735460,68.65469944,
409640,5735460,68.51154,
409740,5735460,68.3349968,
409840,5735460,68.1703712,
409940,5735460,68.01956304,
410040,5735460,67.85235228,
410140,5735460,67.65394172,
410240,5735460,67.4241968,
410340,5735460,67.19439368,
410440,5735460,66.961785,
410540,5735460,66.67757108,
410640,5735460,66.34195768,
410740,5735460,65.99826016,
410840,5735460,65.71822848,
410940,5735460,65.5214702,
411040,5735460,65.3906788,
411140,5735460,65.334281,
411240,5735460,65.3477536,
411340,5735460,65.39338012,
411440,5735460,65.43735312,
411540,5735460,65.46634496,
411640,5735460,65.47642276,
411740,5735460,65.46562072,
411840,5735460,65.43449584,
411940,5735460,65.3790918,
412040,5735460,65.3259016,
402040,5735360,61.0364076,
402140,5735360,61.39339952,
402240,5735360,61.83244312,
402340,5735360,62.30985372,
402440,5735360,62.82142628,
402540,5735360,63.34219488,
402640,5735360,63.88602208,
402740,5735360,64.45109552,
402840,5735360,65.04020452,
402940,5735360,65.63691296,
403040,5735360,66.1824012,
403140,5735360,66.66909548,
403240,5735360,67.1224798,
403340,5735360,67.49934512,
403440,5735360,67.94109044,
403540,5735360,68.488071,
403640,5735360,69.0847824,
403740,5735360,69.68287504,
403840,5735360,70.16550628,
403940,5735360,70.4673908,
404040,5735360,70.64818404,
404140,5735360,70.73667476,
404240,5735360,70.75319092,
404340,5735360,70.71847088,
404440,5735360,70.64952116,
404540,5735360,70.55225892,
404640,5735360,70.42232424,
404740,5735360,70.2476996,
404840,5735360,70.02794036,
404940,5735360,69.7988038,
405040,5735360,69.57844572,
405140,5735360,69.39176816,
405240,5735360,69.24482704,
405340,5735360,69.10016728,
405440,5735360,68.92974916,
405540,5735360,68.75689724,
405640,5735360,68.59819036,
405740,5735360,68.4558642,
405840,5735360,68.32425752,
405940,5735360,68.19673216,
406040,5735360,68.06792312,
406140,5735360,67.94407888,
406240,5735360,67.84815404,
406340,5735360,67.80033416,
406440,5735360,67.81522492,
406540,5735360,67.8871692,
406640,5735360,67.98910732,
406740,5735360,68.07563272,
406840,5735360,68.11188908,
406940,5735360,68.08237096,
407040,5735360,67.97394656,
407140,5735360,67.80278744,
407240,5735360,67.58490692,
407340,5735360,67.35792824,
407440,5735360,67.16102896,
407540,5735360,67.04730612,
407640,5735360,67.0156768,
407740,5735360,67.02404936,
407840,5735360,67.0553022,
407940,5735360,67.09588716,
408040,5735360,67.136654,
408140,5735360,67.17948028,
408240,5735360,67.22696776,
408340,5735360,67.28538912,
408440,5735360,67.35480876,
408540,5735360,67.43596004,
408640,5735360,67.52994444,
408740,5735360,67.63180356,
408840,5735360,67.7394778,
408940,5735360,67.86595944,
409040,5735360,68.03199028,
409140,5735360,68.24280972,
409240,5735360,68.4988928,
409340,5735360,68.7419644,
409440,5735360,68.87683072,
409540,5735360,68.83965948,
409640,5735360,68.6685296,
409740,5735360,68.47291164,
409840,5735360,68.31152896,
409940,5735360,68.18604856,
410040,5735360,68.05845928,
410140,5735360,67.89282412,
410240,5735360,67.66174248,
410340,5735360,67.42251112,
410440,5735360,67.1898478,
410540,5735360,66.91043552,
410640,5735360,66.58004116,
410740,5735360,66.22304908,
410840,5735360,65.9157968,
410940,5735360,65.72933528,
411040,5735360,65.62788512,
411140,5735360,65.579552,
411240,5735360,65.5796244,
411340,5735360,65.61831664,
411440,5735360,65.66960176,
411540,5735360,65.70728944,
411640,5735360,65.71613948,
411740,5735360,65.69349404,
411840,5735360,65.64602452,
411940,5735360,65.5797046,
412040,5735360,65.5288742,
402040,5735260,60.89806904,
402140,5735260,61.23637924,
402240,5735260,61.6494118,
402340,5735260,62.1166348,
402440,5735260,62.63507404,
402540,5735260,63.16783048,
402640,5735260,63.72034284,
402740,5735260,64.29619448,
402840,5735260,64.89245112,
402940,5735260,65.494541,
403040,5735260,66.06963104,
403140,5735260,66.5744692,
403240,5735260,67.04271484,
403340,5735260,67.47031584,
403440,5735260,67.95441556,
403540,5735260,68.53719312,
403640,5735260,69.17870212,
403740,5735260,69.81250124,
403840,5735260,70.28725592,
403940,5735260,70.6171478,
404040,5735260,70.8296228,
404140,5735260,70.89265412,
404240,5735260,70.87928228,
404340,5735260,70.84379276,
404440,5735260,70.79427276,
404540,5735260,70.72422192,
404640,5735260,70.6224578,
404740,5735260,70.4854384,
404840,5735260,70.31897188,
404940,5735260,70.13674948,
405040,5735260,69.9450892,
405140,5735260,69.76712036,
405240,5735260,69.59987432,
405340,5735260,69.42366816,
405440,5735260,69.23477328,
405540,5735260,69.04864196,
405640,5735260,68.88419136,
405740,5735260,68.74516484,
405840,5735260,68.61951712,
405940,5735260,68.49222208,
406040,5735260,68.35343236,
406140,5735260,68.2049668,
406240,5735260,68.06772576,
406340,5735260,67.96750148,
406440,5735260,67.92382112,
406540,5735260,67.94703732,
406640,5735260,68.01959148,
406740,5735260,68.08830044,
406840,5735260,68.10910804,
406940,5735260,68.05953912,
407040,5735260,67.9621206,
407140,5735260,67.84026552,
407240,5735260,67.68558624,
407340,5735260,67.52927464,
407440,5735260,67.40198684,
407540,5735260,67.32691556,
407640,5735260,67.30586568,
407740,5735260,67.32152832,
407840,5735260,67.35466488,
407940,5735260,67.39057408,
408040,5735260,67.42089656,
408140,5735260,67.447346,
408240,5735260,67.47522744,
408340,5735260,67.51100216,
408440,5735260,67.55810696,
408540,5735260,67.61614932,
408640,5735260,67.68078792,
408740,5735260,67.74664636,
408840,5735260,67.81971748,
408940,5735260,67.9335566,
409040,5735260,68.1070102,
409140,5735260,68.3362308,
409240,5735260,68.6070352,
409340,5735260,68.85979768,
409440,5735260,68.99054292,
409540,5735260,68.94017972,
409640,5735260,68.75257872,
409740,5735260,68.54543192,
409840,5735260,68.37922544,
409940,5735260,68.25897396,
410040,5735260,68.16226356,
410140,5735260,68.03537536,
410240,5735260,67.82137328,
410340,5735260,67.58080116,
410440,5735260,67.3505142,
410540,5735260,67.10588776,
410640,5735260,66.84554592,
410740,5735260,66.56523896,
410840,5735260,66.24497868,
410940,5735260,66.00277776,
411040,5735260,65.86573328,
411140,5735260,65.78655464,
411240,5735260,65.77887208,
411340,5735260,65.84685904,
411440,5735260,65.92597068,
411540,5735260,65.97638644,
411640,5735260,65.98884916,
411740,5735260,65.9571914,
411840,5735260,65.89436892,
411940,5735260,65.82023128,
412040,5735260,65.7721664,
402040,5735160,60.85246532,
402140,5735160,61.18810296,
402240,5735160,61.59561188,
402340,5735160,62.06152332,
402440,5735160,62.58220848,
402540,5735160,63.1177678,
402640,5735160,63.65951516,
402740,5735160,64.23630536,
402840,5735160,64.83357172,
402940,5735160,65.43715888,
403040,5735160,66.02546144,
403140,5735160,66.55641508,
403240,5735160,67.04693088,
403340,5735160,67.53432404,
403440,5735160,68.05506276,
403540,5735160,68.65062596,
403640,5735160,69.30934596,
403740,5735160,69.95026844,
403840,5735160,70.4234222,
403940,5735160,70.78059752,
404040,5735160,71.01372224,
404140,5735160,71.05962068,
404240,5735160,71.03045112,
404340,5735160,71.00140772,
404440,5735160,70.9726612,
404540,5735160,70.93271456,
404640,5735160,70.85068944,
404740,5735160,70.7299618,
404840,5735160,70.58642064,
404940,5735160,70.42842708,
405040,5735160,70.2644502,
405140,5735160,70.10228392,
405240,5735160,69.9343082,
405340,5735160,69.7400452,
405440,5735160,69.54321136,
405540,5735160,69.35384636,
405640,5735160,69.18330632,
405740,5735160,69.04293308,
405840,5735160,68.9233044,
405940,5735160,68.80552396,
406040,5735160,68.6718582,
406140,5735160,68.513674,
406240,5735160,68.34735832,
406340,5735160,68.2004818,
406440,5735160,68.10156984,
406540,5735160,68.06895816,
406640,5735160,68.09635808,
406740,5735160,68.13065704,
406840,5735160,68.12700016,
406940,5735160,68.06528292,
407040,5735160,67.97906828,
407140,5735160,67.8946706,
407240,5735160,67.8003256,
407340,5735160,67.71914552,
407440,5735160,67.66841752,
407540,5735160,67.64778296,
407640,5735160,67.65333712,
407740,5735160,67.67827916,
407840,5735160,67.70746612,
407940,5735160,67.73141812,
408040,5735160,67.74351048,
408140,5735160,67.74872676,
408240,5735160,67.7497886,
408340,5735160,67.75646488,
408440,5735160,67.77560944,
408540,5735160,67.80889504,
408640,5735160,67.851018,
408740,5735160,67.89749484,
408840,5735160,67.95572168,
408940,5735160,68.07525088,
409040,5735160,68.2608392,
409140,5735160,68.47610652,
409240,5735160,68.70258732,
409340,5735160,68.89489656,
409440,5735160,68.98450904,
409540,5735160,68.9358274,
409640,5735160,68.7642756,
409740,5735160,68.5710384,
409840,5735160,68.4054554,
409940,5735160,68.27733916,
410040,5735160,68.1794088,
410140,5735160,68.0624132,
410240,5735160,67.88624112,
410340,5735160,67.67844492,
410440,5735160,67.47659272,
410540,5735160,67.2919466,
410640,5735160,67.11776428,
410740,5735160,66.94226652,
410840,5735160,66.68207988,
410940,5735160,66.41170448,
411040,5735160,66.19905944,
411140,5735160,66.03772148,
411240,5735160,65.97643132,
411340,5735160,66.05848976,
411440,5735160,66.15457004,
411540,5735160,66.22655148,
411640,5735160,66.26255888,
411740,5735160,66.25318548,
411840,5735160,66.20553604,
411940,5735160,66.13838284,
412040,5735160,66.093097,
402040,5735060,60.918889,
402140,5735060,61.27569828,
402240,5735060,61.70485504,
402340,5735060,62.18609648,
402440,5735060,62.70965044,
402540,5735060,63.2356212,
402640,5735060,63.76121736,
402740,5735060,64.32960048,
402840,5735060,64.91847788,
402940,5735060,65.53114832,
403040,5735060,66.13084044,
403140,5735060,66.6948706,
403240,5735060,67.22010928,
403340,5735060,67.74653172,
403440,5735060,68.28162048,
403540,5735060,68.8615424,
403640,5735060,69.49102328,
403740,5735060,70.09420744,
403840,5735060,70.56567968,
403940,5735060,70.92711088,
404040,5735060,71.15810004,
404140,5735060,71.23385296,
404240,5735060,71.23511964,
404340,5735060,71.2209478,
404440,5735060,71.19860944,
404540,5735060,71.16330536,
404640,5735060,71.09425324,
404740,5735060,70.98670924,
404840,5735060,70.85113168,
404940,5735060,70.69821804,
405040,5735060,70.54193264,
405140,5735060,70.3854978,
405240,5735060,70.2184476,
405340,5735060,70.02843284,
405440,5735060,69.83538856,
405540,5735060,69.64964752,
405640,5735060,69.4806406,
405740,5735060,69.33749812,
405840,5735060,69.2197726,
405940,5735060,69.11106692,
406040,5735060,68.98925412,
406140,5735060,68.8377334,
406240,5735060,68.66403256,
406340,5735060,68.4925662,
406440,5735060,68.3536004,
406540,5735060,68.26742492,
406640,5735060,68.23262392,
406740,5735060,68.21621584,
406840,5735060,68.18627484,
406940,5735060,68.12778564,
407040,5735060,68.06252252,
407140,5735060,68.01079744,
407240,5735060,67.96249456,
407340,5735060,67.93956636,
407440,5735060,67.95003116,
407540,5735060,67.97928708,
407640,5735060,68.01596924,
407740,5735060,68.05479464,
407840,5735060,68.0801868,
407940,5735060,68.08928656,
408040,5735060,68.0761456,
408140,5735060,68.05400752,
408240,5735060,68.0241268,
408340,5735060,68.00095776,
408440,5735060,67.99614864,
408540,5735060,68.01360348,
408640,5735060,68.04751284,
408740,5735060,68.09793648,
408840,5735060,68.17402676,
408940,5735060,68.30892216,
409040,5735060,68.48519164,
409140,5735060,68.65685884,
409240,5735060,68.80278992,
409340,5735060,68.90441312,
409440,5735060,68.93716372,
409540,5735060,68.87806904,
409640,5735060,68.73899972,
409740,5735060,68.57372584,
409840,5735060,68.41449028,
409940,5735060,68.27482912,
410040,5735060,68.15475856,
410140,5735060,68.03201192,
410240,5735060,67.8934012,
410340,5735060,67.74015388,
410440,5735060,67.5916724,
410540,5735060,67.4730008,
410640,5735060,67.37267216,
